ProductID;OrderDate;ShipDate;Shipper;Zip;Country;Qty;UnitPrice;UnitCost
2379;06/10/2017;06/10/2017;World Connection;R3H;Canada;1;59.4825;28.2817
2379;01/30/2018;01/30/2018;World Connection;V6Z;Canada;1;59.4825;28.2817
2379;10/12/2020;10/12/2020;American Eagle;M6G;Canada;1;61.2325;28.2817
2379;10/19/2020;10/19/2020;BD Kerschen;M4V;Canada;1;61.2325;28.2817
2379;11/01/2020;11/01/2020;SpeedEx;V7Y;Canada;1;61.2325;28.2817
2379;12/28/2020;12/28/2020;SpeedEx;M6H;Canada;1;61.2325;28.2817
2410;07/15/2016;07/15/2016;PHL;T5J;Canada;1;99.6975;46.1988
2343;12/30/2017;12/30/2017;American Eagle;M6G;Canada;1;99.1550;49.8862
2400;05/26/2017;05/26/2017;SPU;V5W;Canada;1;89.1975;40.7427
2400;06/19/2017;06/19/2017;PHL;L5R;Canada;1;89.1975;40.7427
2400;08/19/2017;08/19/2017;SpeedEx;M6H;Canada;1;89.1975;40.7427
2400;12/27/2017;12/27/2017;The Pickup Guys;L5R;Canada;1;94.4475;40.7427
2400;01/01/2018;01/01/2018;BD Kerschen;K1R;Canada;1;94.4475;40.7427
2400;02/10/2018;02/10/2018;PHL;R3V;Canada;1;94.4475;40.7427
2407;05/20/2015;05/20/2015;BD Kerschen;T3M;Canada;1;73.4475;32.8217
2407;05/15/2015;05/15/2015;PHL;T6T;Canada;1;73.4475;32.8217
2407;06/15/2015;06/15/2015;The Pickup Guys;K1H;Canada;1;73.4475;32.8217
2407;08/16/2015;08/16/2015;SpeedEx;T3C;Canada;1;73.4475;32.8217
2407;08/16/2015;08/16/2015;SPU;V5V;Canada;1;73.4475;32.8217
2407;09/16/2015;09/16/2015;PHL;T3E;Canada;1;73.4475;32.8217
2407;10/17/2015;10/17/2015;BD Kerschen;T6V;Canada;2;73.4475;32.8217
438;07/20/2022;07/20/2022;World Connection;M5L;Canada;1;95.4713;59.5893
438;07/30/2022;07/30/2022;BD Kerschen;L5G;Canada;1;96.0488;59.5893
438;07/31/2022;07/31/2022;World Connection;M6G;Canada;1;96.0488;59.5893
438;08/21/2022;08/21/2022;SpeedEx;V6Z;Canada;1;96.0488;59.5893
2384;04/21/2022;04/21/2022;SpeedEx;L5G;Canada;1;218.7325;101.4746
2384;05/18/2022;05/18/2022;World Connection;T6R;Canada;1;218.7325;101.4746
2384;09/18/2022;09/18/2022;American Eagle;V6S;Canada;1;222.2325;101.4746
2385;01/30/2022;01/30/2022;SpeedEx;V5Z;Canada;1;258.6500;119.5647
2385;05/31/2022;05/31/2022;SpeedEx;V6Z;Canada;1;258.6500;119.5647
2385;09/28/2022;09/28/2022;SpeedEx;V6Z;Canada;1;258.6500;119.5647
2287;07/27/2016;07/27/2016;World Connection;V6A;Canada;1;83.9948;41.7454
2387;03/05/2019;03/05/2019;SpeedEx;V6T;Canada;1;164.4825;100.5844
2387;11/12/2019;11/12/2019;PHL;R3E;Canada;1;164.4825;100.5844
2387;11/29/2019;11/29/2019;The Pickup Guys;T5K;Canada;1;164.4825;100.5844
2287;03/30/2018;03/30/2018;BD Kerschen;M5L;Canada;1;83.9948;41.7454
2268;04/12/2016;04/12/2016;PHL;M4V;Canada;1;309.6975;141.4615
2269;12/04/2016;12/04/2016;BD Kerschen;T6J;Canada;1;288.6975;131.8692
2269;01/28/2017;01/28/2017;SpeedEx;L4Y;Canada;1;288.6975;131.8692
2269;10/31/2017;10/31/2017;American Eagle;R2K;Canada;1;288.6975;131.8692
2269;12/05/2017;12/05/2017;World Connection;R3G;Canada;1;288.6975;131.8692
2275;10/17/2018;10/17/2018;The Pickup Guys;R3V;Canada;1;330.6975;199.1165
2250;08/07/2016;08/07/2016;BD Kerschen;R3R;Canada;1;125.9475;58.3274
2387;03/18/2019;03/18/2019;American Eagle;R3T;Canada;1;164.4825;100.5844
2387;05/20/2019;05/20/2019;BD Kerschen;R3B;Canada;1;164.4825;100.5844
2387;06/03/2019;06/03/2019;BD Kerschen;M4V;Canada;1;164.4825;100.5844
2387;10/10/2019;10/10/2019;PHL;T2X;Canada;1;164.4825;100.5844
2387;10/16/2019;10/16/2019;King Shippers;T6J;Canada;1;164.4825;100.5844
2387;10/29/2019;10/29/2019;PHL;T6T;Canada;1;164.4825;100.5844
2374;04/26/2019;04/26/2019;World Connection;T6E;Canada;1;216.9825;117.5902
2254;01/04/2020;01/04/2020;American Eagle;T6R;Canada;3;56.6475;26.9773
2254;01/01/2020;01/01/2020;SpeedEx;T6S;Canada;1;56.6475;26.9773
2254;01/19/2020;01/19/2020;SpeedEx;M6H;Canada;1;56.6475;26.9773
2254;03/31/2020;03/31/2020;The Pickup Guys;V6B;Canada;1;56.6475;26.9773
2254;04/30/2020;04/30/2020;American Eagle;M4R;Canada;1;56.6475;26.9773
2254;12/03/2020;12/03/2020;Speedissimo;L5T;Canada;1;56.6475;26.9773
2254;12/22/2020;12/22/2020;BD Kerschen;L5T;Canada;1;56.6475;26.9773
2254;01/01/2021;01/01/2021;PHL;M5R;Canada;1;56.6475;26.9773
2252;12/06/2022;12/06/2022;PHL;V6M;Canada;1;133.8225;67.9603
2253;04/14/2016;04/14/2016;The Pickup Guys;M5X;Canada;1;131.1975;73.4706
2253;05/25/2016;05/25/2016;SpeedEx;M5X;Canada;1;131.1975;73.4706
2219;12/11/2020;12/11/2020;SPU;V5X;Canada;1;141.6975;87.9834
2071;08/27/2019;08/27/2019;PHL;T6H;Canada;1;115.4825;70.9875
2262;02/02/2017;02/02/2017;American Eagle;R3V;Canada;1;99.7325;62.8650
2262;04/24/2017;04/24/2017;The Pickup Guys;K1A;Canada;1;99.7325;62.8650
2210;09/15/2015;09/15/2015;SpeedEx;T5G;Canada;1;107.5725;47.5927
2210;12/19/2015;12/19/2015;SpeedEx;R2P;Canada;1;107.5725;47.5927
2210;01/05/2016;01/05/2016;American Eagle;V6M;Canada;1;104.9475;47.5927
2210;01/20/2016;01/20/2016;American Eagle;T2X;Canada;1;107.5725;47.5927
2211;12/15/2015;12/15/2015;World Connection;T2J;Canada;1;107.5725;50.3722
2212;02/26/2019;02/26/2019;PHL;T5X;Canada;1;89.1975;48.0771
2214;02/12/2019;02/12/2019;PHL;V7Y;Canada;1;111.9825;70.5867
2225;12/22/2022;12/22/2022;SPU;T5Y;Canada;1;60.3225;38.0220
2225;12/29/2022;12/29/2022;BD Kerschen;M4P;Canada;1;60.3225;38.0220
2225;12/30/2022;12/30/2022;SpeedEx;T5Y;Canada;2;60.3225;38.0220
2284;01/09/2019;01/09/2019;BD Kerschen;V7Y;Canada;1;309.6975;118.0231
2284;03/25/2019;03/25/2019;World Connection;V5V;Canada;1;309.6975;118.0231
2284;04/28/2019;04/28/2019;King Shippers;T2C;Canada;1;309.6975;118.0231
2284;06/02/2019;06/02/2019;PHL;T6T;Canada;1;309.6975;118.0231
2241;04/26/2017;04/26/2017;PHL;V6M;Canada;1;89.1975;51.3105
2241;06/19/2017;06/19/2017;The Pickup Guys;R3H;Canada;1;89.1975;51.3105
2241;10/08/2017;10/08/2017;PHL;V6Z;Canada;1;89.1975;51.3105
2241;12/14/2017;12/14/2017;American Eagle;L5T;Canada;1;89.1975;51.3105
2237;10/14/2021;10/14/2021;SpeedEx;R2C;Canada;1;178.4475;76.2619
2237;01/02/2022;01/02/2022;The Pickup Guys;T6G;Canada;2;178.4475;76.2619
2237;12/29/2021;12/29/2021;BD Kerschen;T6K;Canada;1;173.1975;76.2619
2237;04/05/2022;04/05/2022;PHL;T1Y;Canada;1;178.4475;76.2619
764;03/28/2020;03/28/2020;World Connection;V6M;Canada;1;101.4825;62.0584
760;10/16/2018;10/16/2018;SpeedEx;T2A;Canada;1;146.9475;76.8495
760;12/21/2018;12/21/2018;World Connection;M4P;Canada;1;146.9475;76.8495
760;12/28/2018;12/28/2018;BD Kerschen;T6W;Canada;1;146.9475;76.8495
760;02/02/2019;02/02/2019;SpeedEx;R3N;Canada;1;146.9475;76.8495
660;09/10/2021;09/10/2021;SpeedEx;M6G;Canada;1;235.9000;132.1040
734;07/24/2018;07/24/2018;World Connection;T2J;Canada;1;110.2325;57.6485
734;02/20/2019;02/20/2019;SPU;L5T;Canada;1;110.2325;57.6485
729;10/10/2018;10/10/2018;PHL;V5W;Canada;1;103.2325;45.5978
729;06/30/2019;06/30/2019;World Connection;L5T;Canada;1;103.2325;45.5978
729;10/19/2019;10/19/2019;BD Kerschen;M6S;Canada;1;104.9825;45.5978
729;02/18/2022;02/18/2022;BD Kerschen;L5J;Canada;1;104.9825;45.5978
730;07/28/2016;07/28/2016;The Pickup Guys;V7W;Canada;1;103.2325;46.2225
730;08/18/2016;08/18/2016;King Shippers;H1B;Canada;1;103.2325;46.2225
730;09/30/2016;09/30/2016;American Eagle;M5X;Canada;1;103.2325;46.2225
733;05/13/2022;05/13/2022;SPU;M6H;Canada;1;117.2325;53.2702
733;10/25/2022;10/25/2022;BD Kerschen;R2G;Canada;1;122.4825;53.2702
767;09/14/2019;09/14/2019;BD Kerschen;R3K;Canada;1;94.4475;46.8049
767;11/14/2019;11/14/2019;SPU;M6S;Canada;1;94.4475;46.8049
767;11/14/2019;11/14/2019;SpeedEx;T1Y;Canada;1;94.4475;46.8049
767;12/10/2019;12/10/2019;American Eagle;T6K;Canada;1;94.4475;46.8049
767;12/18/2019;12/18/2019;SpeedEx;V5K;Canada;1;94.4475;46.8049
767;12/24/2019;12/24/2019;The Pickup Guys;V6J;Canada;1;94.4475;46.8049
730;01/31/2018;01/31/2018;Speedissimo;L5P;Canada;1;103.2325;46.2225
716;05/15/2019;05/15/2019;SpeedEx;V5V;Canada;1;152.1975;91.6401
551;07/08/2020;07/08/2020;SpeedEx;R3E;Canada;1;307.9125;165.6815
551;07/08/2020;07/08/2020;PHL;T6E;Canada;1;307.9125;165.6815
757;12/15/2015;12/15/2015;American Eagle;R3G;Canada;2;83.9475;38.4105
757;12/20/2015;12/20/2015;PHL;V5V;Canada;1;83.9475;38.4105
689;12/20/2019;12/20/2019;American Eagle;T5W;Canada;1;113.6625;68.4376
689;12/20/2019;12/20/2019;PHL;V6M;Canada;1;113.6625;68.4376
689;05/03/2020;05/03/2020;World Connection;T6V;Canada;1;113.6625;68.4376
574;09/15/2015;09/15/2015;American Eagle;K1A;Canada;1;279.9125;141.6317
574;09/16/2015;09/16/2015;PHL;M6G;Canada;1;279.9125;141.6317
574;09/15/2015;09/15/2015;PHL;T6V;Canada;1;279.9125;141.6317
574;10/20/2015;10/20/2015;SPU;T5H;Canada;1;279.9125;141.6317
574;11/19/2015;11/19/2015;PHL;L5R;Canada;1;279.9125;141.6317
757;07/08/2016;07/08/2016;SpeedEx;T2C;Canada;1;83.9475;38.4105
757;09/19/2016;09/19/2016;World Connection;T3C;Canada;1;83.9475;38.4105
757;11/24/2016;11/24/2016;King Shippers;T6W;Canada;1;83.9475;38.4105
757;12/05/2016;12/05/2016;SPU;T5X;Canada;1;83.9475;38.4105
757;12/07/2016;12/07/2016;SpeedEx;T5H;Canada;1;83.9475;38.4105
757;12/18/2016;12/18/2016;SpeedEx;T6E;Canada;1;83.9475;38.4105
757;12/20/2016;12/20/2016;American Eagle;K2C;Canada;1;83.9475;38.4105
757;12/21/2016;12/21/2016;SPU;V6H;Canada;1;83.9475;38.4105
676;03/18/2015;03/18/2015;SpeedEx;T6V;Canada;1;267.3125;134.1523
676;06/16/2015;06/16/2015;Speedissimo;T6R;Canada;1;267.3125;134.1523
513;03/01/2016;03/01/2016;The Pickup Guys;L5N;Canada;1;100.3217;42.7176
513;09/23/2016;09/23/2016;SPU;T5K;Canada;1;100.3217;42.7176
513;10/20/2016;10/20/2016;BD Kerschen;T5K;Canada;1;100.3217;42.7176
516;04/09/2020;04/09/2020;SPU;L5T;Canada;1;128.2750;60.0713
761;11/12/2018;11/12/2018;SPU;M6G;Canada;1;173.1975;64.3995
758;10/23/2019;10/23/2019;King Shippers;V5M;Canada;1;73.4475;38.4105
758;11/13/2019;11/13/2019;SPU;R3H;Canada;2;73.4475;38.4105
658;06/10/2016;06/10/2016;SpeedEx;L5P;Canada;1;303.9750;188.4464
658;08/31/2017;08/31/2017;The Pickup Guys;L5T;Canada;1;302.6625;188.4464
761;04/01/2021;04/01/2021;SPU;T6T;Canada;1;183.6975;83.9994
761;04/13/2021;04/13/2021;SpeedEx;T5Y;Canada;1;183.6975;83.9994
761;04/18/2021;04/18/2021;SPU;R3V;Canada;1;183.6975;83.9994
761;04/21/2021;04/21/2021;SpeedEx;T5W;Canada;1;183.6975;83.9994
2391;03/24/2022;03/24/2022;BD Kerschen;M4X;Canada;1;244.9825;137.1902
2391;04/30/2022;04/30/2022;The Pickup Guys;M4E;Canada;1;244.9825;137.1902
2332;04/22/2021;04/22/2021;PHL;T6E;Canada;1;97.9883;49.1654
2332;04/29/2021;04/29/2021;American Eagle;T1Y;Canada;1;97.9883;49.1654
2332;05/04/2021;05/04/2021;PHL;H1B;Canada;1;97.9883;49.1654
2332;05/31/2021;05/31/2021;SpeedEx;H1G;Canada;1;99.1550;49.1654
2332;06/15/2021;06/15/2021;Speedissimo;T5J;Canada;1;99.1550;49.1654
2332;06/24/2021;06/24/2021;American Eagle;T2J;Canada;1;99.1550;49.1654
2374;11/16/2015;11/16/2015;SpeedEx;L5R;Canada;1;209.9825;117.5902
2374;07/12/2016;07/12/2016;BD Kerschen;R3T;Canada;1;213.4825;117.5902
2374;06/07/2017;06/07/2017;American Eagle;R2R;Canada;1;220.4825;117.5902
2374;08/16/2017;08/16/2017;PHL;L5N;Canada;1;220.4825;117.5902
2374;08/17/2017;08/17/2017;SPU;V6R;Canada;1;220.4825;117.5902
2254;12/22/2016;12/22/2016;World Connection;V6A;Canada;1;60.3225;26.9773
2091;04/18/2020;04/18/2020;SpeedEx;L5N;Canada;1;52.4825;26.1958
2332;06/01/2022;06/01/2022;American Eagle;V6M;Canada;1;108.4883;49.1654
2343;03/30/2021;03/30/2021;BD Kerschen;L5N;Canada;1;100.3217;49.8862
2334;03/10/2021;03/10/2021;SpeedEx;V6J;Canada;1;76.9883;47.7932
2334;04/07/2021;04/07/2021;PHL;V6Z;Canada;1;76.9883;47.7932
2334;06/06/2021;06/06/2021;SPU;K1R;Canada;1;76.9883;47.7932
2222;12/19/2019;12/19/2019;SpeedEx;M6P;Canada;1;75.2325;34.3642
2222;05/03/2020;05/03/2020;PHL;V5T;Canada;1;75.2325;34.3642
2332;05/27/2019;05/27/2019;PHL;L5R;Canada;1;93.3217;49.1654
2332;06/29/2019;06/29/2019;BD Kerschen;T6V;Canada;1;81.6550;49.1654
2332;07/07/2019;07/07/2019;BD Kerschen;T2X;Canada;1;93.3217;49.1654
2239;02/02/2021;02/02/2021;PHL;L5T;Canada;1;125.9475;60.0303
2239;02/28/2021;02/28/2021;PHL;R3X;Canada;1;125.9475;60.0303
2239;03/24/2021;03/24/2021;SPU;V6J;Canada;1;125.9475;60.0303
2239;10/03/2021;10/03/2021;SpeedEx;M4N;Canada;1;125.9475;60.0303
2239;11/15/2021;11/15/2021;BD Kerschen;M4V;Canada;1;125.9475;60.0303
2252;04/05/2022;04/05/2022;BD Kerschen;R3H;Canada;1;133.8225;67.9603
2252;09/01/2022;09/01/2022;American Eagle;M4P;Canada;1;131.1975;67.9603
2252;09/15/2022;09/15/2022;American Eagle;H1B;Canada;1;133.8225;67.9603
2081;03/30/2017;03/30/2017;SPU;M5L;Canada;1;75.2325;33.5648
2081;04/28/2017;04/28/2017;SpeedEx;M6G;Canada;1;75.2325;33.5648
2254;06/23/2016;06/23/2016;American Eagle;V6S;Canada;1;57.6975;26.9773
2277;06/30/2022;06/30/2022;SPU;V5V;Canada;1;288.6975;127.2383
2277;07/31/2022;07/31/2022;King Shippers;T6R;Canada;1;288.6975;127.2383
2279;02/20/2015;02/20/2015;SPU;R3E;Canada;1;165.3225;73.3993
2279;02/16/2015;02/16/2015;SpeedEx;V7M;Canada;1;165.3225;73.3993
2279;11/15/2015;11/15/2015;SpeedEx;V6T;Canada;1;165.3225;73.3993
2279;12/15/2015;12/15/2015;BD Kerschen;V5N;Canada;2;165.3225;73.3993
2132;10/11/2021;10/11/2021;American Eagle;M5X;Canada;1;73.4896;43.0896
2241;03/03/2018;03/03/2018;PHL;T6K;Canada;1;89.1975;51.3105
2204;06/02/2016;06/02/2016;SpeedEx;R2V;Canada;1;157.4475;75.0898
2204;07/30/2016;07/30/2016;SpeedEx;H1B;Canada;1;173.1975;75.0898
2387;12/30/2019;12/30/2019;SpeedEx;R3B;Canada;1;164.4825;100.5844
2387;06/18/2020;06/18/2020;King Shippers;T6J;Canada;1;164.4825;100.5844
2387;06/29/2020;06/29/2020;SpeedEx;T6E;Canada;1;164.4825;100.5844
2387;08/29/2020;08/29/2020;BD Kerschen;T6E;Canada;1;164.4825;100.5844
2295;08/30/2021;08/30/2021;SPU;T2X;Canada;1;88.1948;39.1659
2295;05/01/2021;05/01/2021;American Eagle;M4E;Canada;1;89.2448;39.1659
2295;12/01/2021;12/01/2021;SPU;V6A;Canada;1;88.1948;39.1659
2387;05/24/2020;05/24/2020;SPU;M4V;Canada;1;164.4825;100.5844
2387;01/31/2021;01/31/2021;American Eagle;L5G;Canada;1;166.2325;100.5844
26;02/08/2022;02/08/2022;BD Kerschen;M6G;Canada;1;79.2750;39.3868
25;03/09/2016;03/09/2016;American Eagle;M6G;Canada;1;79.2750;44.3940
355;12/20/2015;12/20/2015;American Eagle;R3H;Canada;1;96.7750;55.5381
36;03/29/2017;03/29/2017;SpeedEx;T5W;Canada;1;45.1500;25.4922
36;06/01/2017;06/01/2017;SpeedEx;M7Y;Canada;1;45.1500;25.4922
36;08/29/2017;08/29/2017;BD Kerschen;K1Y;Canada;1;45.1500;25.4922
2295;08/30/2022;08/30/2022;SpeedEx;M4Y;Canada;1;89.2448;39.1659
472;02/23/2019;02/23/2019;American Eagle;M4Y;Canada;1;96.1275;44.2077
472;04/30/2019;04/30/2019;World Connection;L5T;Canada;1;96.1275;44.2077
472;05/15/2019;05/15/2019;PHL;H1H;Canada;1;96.1275;44.2077
472;06/04/2019;06/04/2019;PHL;T2J;Canada;1;96.1275;44.2077
2380;04/12/2021;04/12/2021;The Pickup Guys;M5P;Canada;1;99.7325;47.3502
2380;04/26/2021;04/26/2021;SpeedEx;R3V;Canada;1;97.9825;47.3502
475;03/20/2015;03/20/2015;SpeedEx;R3E;Canada;1;97.0200;43.5654
475;04/15/2015;04/15/2015;SpeedEx;R3V;Canada;1;97.0200;43.5654
323;01/11/2018;01/11/2018;American Eagle;V6T;Canada;1;87.5000;54.6142
323;02/01/2018;02/01/2018;PHL;V5X;Canada;1;87.5000;54.6142
2391;08/16/2021;08/16/2021;The Pickup Guys;R3S;Canada;1;244.9825;137.1902
2400;07/24/2018;07/24/2018;The Pickup Guys;R3W;Canada;1;94.4475;40.7427
2400;08/21/2018;08/21/2018;American Eagle;M6G;Canada;1;94.4475;40.7427
2400;08/30/2018;08/30/2018;The Pickup Guys;L5R;Canada;1;89.1975;40.7427
2400;10/04/2018;10/04/2018;PHL;T6K;Canada;1;89.1975;40.7427
2400;12/12/2018;12/12/2018;SPU;K1H;Canada;1;94.4475;40.7427
2400;01/03/2019;01/03/2019;SPU;T6E;Canada;1;89.1975;40.7427
2400;02/19/2019;02/19/2019;American Eagle;R3X;Canada;1;94.4475;40.7427
2400;07/16/2019;07/16/2019;SpeedEx;R3V;Canada;1;94.4475;40.7427
2400;09/02/2019;09/02/2019;American Eagle;T5J;Canada;1;94.4475;40.7427
2400;12/05/2019;12/05/2019;BD Kerschen;R2C;Canada;1;94.4475;40.7427
2400;12/30/2019;12/30/2019;World Connection;V5Z;Canada;1;89.1975;40.7427
2359;09/13/2020;09/13/2020;American Eagle;T2C;Canada;1;146.9825;87.3139
2359;10/04/2020;10/04/2020;SpeedEx;L5N;Canada;1;145.2325;87.3139
2359;02/14/2021;02/14/2021;The Pickup Guys;M4V;Canada;1;148.7325;87.3139
2359;02/27/2021;02/27/2021;The Pickup Guys;V6L;Canada;1;148.7325;87.3139
2359;03/31/2021;03/31/2021;PHL;T6G;Canada;1;146.9825;87.3139
445;08/02/2020;08/02/2020;World Connection;M6H;Canada;1;89.2238;49.8259
445;08/09/2020;08/09/2020;PHL;T5Y;Canada;1;89.2238;49.8259
445;05/04/2021;05/04/2021;BD Kerschen;R3H;Canada;1;89.2238;49.8259
445;07/14/2021;07/14/2021;SpeedEx;V5T;Canada;1;89.2238;49.8259
2380;08/01/2019;08/01/2019;SPU;R3V;Canada;1;97.9825;47.3502
2380;03/02/2020;03/02/2020;PHL;R2M;Canada;1;97.9825;47.3502
2380;10/26/2020;10/26/2020;PHL;T6G;Canada;1;97.9825;47.3502
2380;04/02/2021;04/02/2021;SpeedEx;R3B;Canada;1;99.7325;47.3502
2380;04/30/2021;04/30/2021;SPU;M5A;Canada;1;99.7325;47.3502
2380;05/24/2021;05/24/2021;SpeedEx;M4V;Canada;1;99.7325;47.3502
2380;03/06/2022;03/06/2022;SpeedEx;K1A;Canada;1;101.4825;47.3502
226;02/22/2018;02/22/2018;SpeedEx;V6H;Canada;1;69.7988;34.6900
396;03/05/2016;03/05/2016;BD Kerschen;H1B;Canada;1;86.5725;48.0860
396;04/03/2016;04/03/2016;World Connection;T6J;Canada;1;86.5725;48.0860
396;04/01/2016;04/01/2016;Speedissimo;V6R;Canada;1;86.5725;48.0860
396;05/18/2016;05/18/2016;American Eagle;T1Y;Canada;1;86.5725;48.0860
396;07/19/2016;07/19/2016;World Connection;M4N;Canada;1;86.5725;48.0860
396;07/15/2016;07/15/2016;The Pickup Guys;T6R;Canada;2;86.5725;48.0860
396;09/25/2016;09/25/2016;PHL;T2H;Canada;1;87.6488;48.0860
2254;12/29/2020;12/29/2020;PHL;T2L;Canada;1;56.6475;26.9773
2254;02/01/2021;02/01/2021;SPU;R2C;Canada;1;56.6475;26.9773
2354;06/22/2019;06/22/2019;BD Kerschen;T6V;Canada;1;120.7325;52.8180
2354;07/08/2019;07/08/2019;American Eagle;M6H;Canada;1;120.7325;52.8180
2354;10/14/2020;10/14/2020;American Eagle;T3R;Canada;1;118.9825;52.8180
2354;12/30/2020;12/30/2020;Speedissimo;R3L;Canada;1;120.7325;52.8180
2354;04/27/2021;04/27/2021;SPU;M4E;Canada;1;118.9825;52.8180
289;09/04/2016;09/04/2016;American Eagle;T6V;Canada;1;64.1472;39.4316
2359;04/14/2021;04/14/2021;The Pickup Guys;V5X;Canada;1;150.4825;87.3139
2388;04/30/2018;04/30/2018;SpeedEx;T5S;Canada;1;103.2325;60.2150
2388;05/03/2018;05/03/2018;SpeedEx;L5P;Canada;1;103.2325;60.2150
2388;05/18/2018;05/18/2018;SpeedEx;M5X;Canada;1;103.2325;60.2150
2388;06/05/2018;06/05/2018;American Eagle;R2W;Canada;1;103.2325;60.2150
2388;06/18/2018;06/18/2018;World Connection;M6G;Canada;1;103.2325;60.2150
2388;09/17/2018;09/17/2018;The Pickup Guys;R2G;Canada;1;103.2325;60.2150
2388;04/30/2019;04/30/2019;BD Kerschen;V6M;Canada;1;103.2325;60.2150
2277;09/09/2019;09/09/2019;World Connection;V5Z;Canada;1;262.4475;97.5493
2235;10/03/2016;10/03/2016;King Shippers;T6K;Canada;1;70.8225;42.1664
2235;12/25/2016;12/25/2016;SPU;H1B;Canada;1;70.8225;42.1664
2235;12/28/2016;12/28/2016;SPU;V7W;Canada;1;70.8225;42.1664
2235;01/05/2017;01/05/2017;SpeedEx;R2G;Canada;1;70.8225;42.1664
2235;01/04/2017;01/04/2017;American Eagle;V7Y;Canada;1;70.8225;42.1664
2235;03/09/2017;03/09/2017;PHL;M5R;Canada;1;70.8225;42.1664
2332;04/24/2018;04/24/2018;American Eagle;M5S;Canada;1;81.6550;49.1654
2213;12/18/2020;12/18/2020;American Eagle;T6K;Canada;1;89.1975;47.4527
2213;12/27/2020;12/27/2020;SpeedEx;R3M;Canada;1;89.1975;47.4527
2213;01/01/2021;01/01/2021;American Eagle;T2E;Canada;1;89.1975;47.4527
2213;12/31/2020;12/31/2020;Speedissimo;T6M;Canada;1;89.1975;47.4527
2213;01/01/2021;01/01/2021;SPU;R3K;Canada;1;89.1975;47.4527
2213;01/01/2021;01/01/2021;SPU;T2C;Canada;1;89.1975;47.4527
2213;04/05/2021;04/05/2021;PHL;M4M;Canada;1;89.1975;47.4527
2213;06/16/2021;06/16/2021;SpeedEx;V5X;Canada;1;89.1975;47.4527
657;04/02/2022;04/02/2022;American Eagle;L5N;Canada;1;311.5875;141.4328
657;06/27/2022;06/27/2022;American Eagle;R2G;Canada;1;311.5875;141.4328
657;09/01/2022;09/01/2022;PHL;V7K;Canada;1;311.5875;141.4328
658;03/15/2015;03/15/2015;The Pickup Guys;R3G;Canada;1;300.9125;188.4464
658;06/16/2015;06/16/2015;SpeedEx;R3G;Canada;1;300.9125;188.4464
658;11/18/2015;11/18/2015;SpeedEx;L5G;Canada;1;303.9750;188.4464
734;08/01/2018;08/01/2018;BD Kerschen;T5K;Canada;1;110.2325;57.6485
734;08/22/2018;08/22/2018;American Eagle;L5N;Canada;1;110.2325;57.6485
734;09/27/2018;09/27/2018;BD Kerschen;T5Y;Canada;1;110.2325;57.6485
734;11/05/2018;11/05/2018;PHL;T2Y;Canada;1;110.2325;57.6485
734;11/11/2018;11/11/2018;The Pickup Guys;T5W;Canada;1;110.2325;57.6485
734;11/15/2018;11/15/2018;World Connection;R3T;Canada;1;110.2325;57.6485
713;07/20/2016;07/20/2016;PHL;H1B;Canada;1;162.6975;93.3197
758;06/19/2019;06/19/2019;American Eagle;R3H;Canada;1;73.4475;38.4105
